Time,

2022-11-09 10:47:55.828351,
2022-11-09 10:50:02.913881,
2022-11-09 11:04:37.739566,
2022-11-09 11:06:29.578978,
2022-11-09 11:45:27.862071,
2022-11-09 11:48:20.453452,
2022-11-09 12:24:17.384931,
2022-11-09 12:28:49.552637,
2022-11-09 14:13:56.253363,
2022-11-09 14:15:22.829951,
2022-11-09 14:17:39.112135,
2022-11-09 14:27:20.071507,
2022-11-09 14:27:39.514208,
2022-11-09 15:22:57.739261,
2022-11-09 15:25:32.929455,
